CardCode,CardType,GroupCode,CmpPrivate,Balance,ChecksBal,DNotesBal,OrdersBal,GroupNum,CreditLine,DebtLine,Discount,VatStatus,LicTradNum,DdctStatus,DdctPrcnt,ValidUntil,Chrctrstcs,ExMatchNum,InMatchNum,ListNum,DNoteBalFC,OrderBalFC,DNoteBalSy,OrderBalSy,Transfered,BalTrnsfrd,IntrstRate,Commission,CommGrCode,Free_Text,SlpCode,PrevYearAc,Currency,RateDifAct,BalanceSys,BalanceFC,Protected,AvrageLate,City,County,Country,MailCity,MailCounty,MailCountr,Picture,DflAccount,DflBranch,BankCode,AddID,Pager,FatherCard,CardFName,FatherType,QryGroup1,QryGroup2,QryGroup3,QryGroup4,QryGroup5,QryGroup6,QryGroup7,QryGroup8,QryGroup9,QryGroup10,QryGroup11,QryGroup12,QryGroup13,QryGroup14,QryGroup15,QryGroup16,QryGroup17,QryGroup18,QryGroup19,QryGroup20,QryGroup21,QryGroup22,QryGroup23,QryGroup24,QryGroup25,QryGroup26,QryGroup27,QryGroup28,QryGroup29,QryGroup30,QryGroup31,QryGroup32,QryGroup33,QryGroup34,QryGroup35,QryGroup36,QryGroup37,QryGroup38,QryGroup39,QryGroup40,QryGroup41,QryGroup42,QryGroup43,QryGroup44,QryGroup45,QryGroup46,QryGroup47,QryGroup48,QryGroup49,QryGroup50,QryGroup51,QryGroup52,QryGroup53,QryGroup54,QryGroup55,QryGroup56,QryGroup57,QryGroup58,QryGroup59,QryGroup60,QryGroup61,QryGroup62,QryGroup63,QryGroup64,DdctOffice,CreateDate,UpdateDate,ExportCode,DscntObjct,DscntRel,SPGCounter,SPPCounter,DdctFileNo,SCNCounter,MinIntrst,DataSource,OprCount,ExemptNo,Priority,CreditCard,CrCardNum,CardValid,UserSign,LocMth,validFor,validFrom,validTo,frozenFor,frozenFrom,frozenTo,sEmployed,MTHCounter,BNKCounter,DdgKey,DdtKey,ValidComm,FrozenComm,chainStore,DiscInRet,State1,State2,VatGroup,LogInstanc,ObjType,Indicator,ShipType,DebPayAcct,ShipToDef,Block,MailBlock,Password,ECVatGroup,Deleted,IBAN,DocEntry,FormCode,Box1099,PymCode,BackOrder,PartDelivr,DunnLevel,DunnDate,BlockDunn,BankCountr,CollecAuth,DME,InstrucKey,SinglePaym,ISRBillId,PaymBlock,RefDetails,HouseBank,OwnerIdNum,PyBlckDesc,HousBnkCry,HousBnkAct,HousBnkBrn,ProjectCod,SysMatchNo,VatIdUnCmp,AgentCode,TolrncDays,SelfInvoic,DeferrTax,LetterNum,MaxAmount,FromDate,ToDate,WTLiable,CrtfcateNO,ExpireDate,NINum,AccCritria,WTCode,Equ,HldCode,ConnBP,MltMthNum,TypWTReprt,VATRegNum,RepName,Industry,Business,WTTaxCat,IsDomestic,IsResident,AutoCalBCG,OtrCtlAcct,AliasName,Building,MailBuildi,BoEPrsnt,BoEDiscnt,BoEOnClct,UnpaidBoE,ITWTCode,DunTerm,ChannlBP,DfTcnician,Territory,BillToDef,DpmClear,IntrntSite,LangCode,HousActKey,Profession,CDPNum,DflBankKey,BCACode,UseShpdGd,RegNum,VerifNum,BankCtlKey,HousCtlKey,AddrType,InsurOp347,MailAddrTy,StreetNo,MailStrNo,TaxRndRule,VendTID,ThreshOver,SurOver,VendorOcup,OpCode347,DpmIntAct,ResidenNum,UserSign2,PlngGroup,VatIDNum,Affiliate,MivzExpSts,HierchDdct,CertWHT,CertBKeep,WHShaamGrp,IndustryC,DatevAcct,DatevFirst,GTSRegNum,GTSBankAct,GTSBilAddr,HsBnkSwift,HsBnkIBAN,DflSwift,AutoPost,IntrAcc,FeeAcc,CpnNo,NTSWebSite,DflIBAN,Series,Number,EDocExpFrm,TaxIdIdent,Attachment,AtcEntry,DiscRel,NoDiscount,SCAdjust,DflAgrmnt,GlblLocNum,SenderID,RcpntID,MainUsage,SefazCheck,free312,free313,DateFrom,DateTill,RelCode,OKATO,OKTMO,KBKCode,TypeOfOp,OwnerCode,MandateID,SignDate,Remark1,ConCerti,TpCusPres,RoleTypCod,BlockComm,EmplymntCt,ExcptnlEvt,ExpnPrfFnd,EdrsFromBP,EdrsToBP,CreateTS,UpdateTS,EDocGenTyp,eStreet,eStreetNum,eBuildnNum,eZipCode,eCityTown,eCountry,eDistrict,RepFName,RepSName,RepCmpName,RepFisCode,RepAddID,PECAddr,IPACodePA,PriceMode,EffecPrice,TxExMxVdTp,MerchantID,UseBilAddr,NaturalPer,DPPStatus,EnAddID,EncryptIV,EnDflAccnt,EnDflIBAN,EnERD4In,EnERD4Out,DflCustomr,TspEntry,TspLine,FCERelevnt,U_FOB,U_DfltPrty,U_DelTimeSlot,U_ILeadTime,U_RLeadTime,U_BOY_TB_0,
C00004,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,MARKHAM,,CA,MARKHAM,,CA,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120100,SHIP L3R0E4,,,,,N,,2043,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL L3R0E4,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,4,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225241,150740,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00628,C,104,C,0,0,0,1700.46,22,0,0,0,Y,59-2148432,N,0,,,,,1,0,0,0,1700.46,N,N,0,0,0,,-1,N,USD,,0,0,N,,MIAMI,,US,MIAMI,,US,,,,-1,23-8012102844-7,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,FL,FL,,0,2,,1,120000,SHIP 33155,,,,,N,,3258,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 33155,207120,www.dentalpanam.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,628,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,154220,154606,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00361,S,109,C,0,0,0,-7148.45,13,0,0,0,Y,,N,0,,,,,1,0,0,0,-7148.45,N,N,0,0,0,,7,N,USD,,0,0,N,,Dallas,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,12,Y,Y,,,N,,,N,,,-1,-1,,,N,N,TX,,,0,2,,,200400,,,,,,N,,3042,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,PA19341,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,20,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,361,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,104027,120005,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00005,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,MANHATTAN BEACH,,US,MANHATTAN BEACH,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP 90266-9998,,,,,N,,2044,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 90266-9998,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,5,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225241,150740,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00338,S,101,C,0,0,0,0,9,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,IRVINE,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,12,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,2922,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,CHEN,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,32,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,338,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,135646,140704,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00271,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,PANAMA,,PA,MIAMI,,US,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,FL,,0,2,,,120100,SHIP 33126,,,,,N,,2310,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,271,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225311,150836,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00011,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Norwalk,,US,Norwalk,,US,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CT,CT,,0,2,,,200400,bill,,,,,N,,240,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,89,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,11,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130807,134436,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00511,C,103,C,0,0,0,0,19,0,0,0,Y,98-0500469,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,VANCOUVER,,CA,BLAINE,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,34,Y,Y,,,N,,,N,,,-1,-1,,,N,N,BC,WA,,0,2,,,120100,SHIP TO,,,,,N,,2914,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,511,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,162629,102721,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00462,C,103,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,PLACERVILLE,,US,PLACERVILLE,,US,,,,-1,,,,,P,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,15,120000,SHIP 95667,,,,,N,,2727,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 95667,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,462,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,165436,165457,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00083,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,ST.LOUIS,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,MO,,,0,2,,,200400,,,,,,N,,312,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-63197-9000,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,83,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130815,105308,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00482,S,101,C,0,0,0,0,13,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Redwiid City,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,63,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,3494,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Send,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,482,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,113705,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00389,S,101,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,35,N,USD,,0,0,N,,Arcadia,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,59,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200400,,,,,,N,,3170,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,150,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,389,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,131753,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00295,S,101,C,0,0,0,0,9,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,GARDEN GROVE,USA,US,GARDEN GROVE,,US,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,20,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,200400,92841,,,,,N,,2766,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,92841,420300,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,295,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,144653,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00393,C,100,C,0,0,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,,,US,,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120000,SHIP,,,,,N,,2432,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,393,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225325,150903,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00274,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,NEWPORT BEACH,,US,NEWPORT BEACH,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP 92660,,,,,N,,2313,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 92660,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,274,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225311,150837,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00283,S,109,C,0,0,0,0,13,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,JINJIANG,FUJIAN,CN,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,12,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200500,,CHONGDE ROAD,,,,N,,2691,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,FUJIAN,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,283,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,171520,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00084,C,100,C,0,0,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,BRATISLAVA,,SK,BALLAIGUES,,SK,,,,-1,,,,,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,120100,SHIP 1338,,,,,N,,2123,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 85001,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,84,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225250,150756,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
