ItemCode,Item Description,Category
MTA-04,"Pac-Dent 4 X 0.80 mm, 3 X 0.99 mm and 3 X 1.60 mm Disposable MTA Carriers",Endodontic
MW008,"LARGE ORIFICE, GREEN, 6 5/16"" LONG, 1/4"" DIAMETER, 25 PER PACKAGE, 002-0228",Evacuation
MW009,"Standard Orifice, White, 6 1/2"" Long, 1/8"" Diameter, 002-0229,",Evacuation
MW010,"SMALL ORIFICE, BLUE, 7 3/4"" LONG, 1/16"" DIAMETER, 25 PER PACKAGE, 50 BAGS/CASE, 002-0230",Evacuation
MW100,"Syringe Sleeve W/Opening, Clear, 2 1/2"" X 10"", 002-0231,",Infection Control
MW101,"B Tray Sleeves, 10 1/2"" X 14"", 002-0235,",Infection Control
MW102,"Headrest Cover, 11"" X 9 1/2"" X 2"", 002-0257,",Infection Control
MW103,"HEADREST COVER, 14"" X 9 1/2"" X 2"", 250/BOX, 12 BOXES/CASE, 002-0258",Infection Control
MW106,"T-Handle Sleeves, 4""W X 5 3/4""L, 002-0232,",Infection Control
MW109,"X-Ray Sleeves, 15"" X 26"", 002-0236,",Infection Control
MW110352,"BLUE (ORANGE INSIDE), 50 PCS. PER PACKAGE, 002-0029",Impression & Accs
MW112,"Half Chair Sleeves, 27 1/2"" X 24"", 002-0237,",Infection Control
MW8201,"4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A1",Cosmetic&Restoration
MW8202,"4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A2",Cosmetic&Restoration
MW8203,"4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A3",Cosmetic&Restoration
MW8204,"4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A3.5",Cosmetic&Restoration
MW8206,"4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, B1",Cosmetic&Restoration
MWC101,"4"" X 6"" Sheet, Roll Of 1200 Sheets, Clear, 002-0233,",Infection Control
MWC101B,"4"" X 6"" Sheet, Roll Of 1200 Sheets, Blue, 002-0234,",Infection Control
MWGP-15-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #15, 120PCS/BOX",Endodontic
MWGP-15-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #15, 60PCS/BOX",Endodontic
MWGP-15-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #15, 60PCS/BOX",Endodontic
MWGP-20-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #20, 120PCS/BOX",Endodontic
MWGP-20-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #20, 60PCS/BOX",Endodontic
MWGP-20-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #20, 60PCS/BOX",Endodontic
MWGP-25-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #25, 120PCS/BOX",Endodontic
MWGP-25-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #25, 60PCS/BOX",Endodontic
MWGP-25-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #25, 60PCS/BOX",Endodontic
MWGP-30-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #30, 120PCS/BOX",Endodontic
MWGP-30-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #30, 60PCS/BOX",Endodontic
MWGP-30-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #30, 60PCS/BOX",Endodontic
MWGP-35-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #35, 120PCS/BOX",Endodontic
MWGP-35-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #35, 60PCS/BOX",Endodontic
MWGP-35-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #35, 60PCS/BOX",Endodontic
MWGP-40-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #40, 120PCS/BOX",Endodontic
MWGP-40-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #40, 60PCS/BOX",Endodontic
MWGP-40-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #40, 60PCS/BOX",Endodontic
MWGP-45-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #45, 120PCS/BOX",Endodontic
MWGP-45-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #45, 60PCS/BOX",Endodontic
MWGP-50-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #50, 120PCS/BOX",Endodontic
MWGP-50-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #50, 60PCS/BOX",Endodontic
MWGP-55-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #55, 120PCS/BOX",Endodontic
MWGP-55-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #55, 60PCS/BOX",Endodontic
MWGP-60-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #60, 120PCS/BOX",Endodontic
MWGP-60-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #60, 60PCS/BOX",Endodontic
MWGP-70-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #70, 120PCS/BOX",Endodontic
MWGP-70-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #70, 60PCS/BOX",Endodontic
MWGP-80-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #80, 120PCS/BOX",Endodontic
MWGP-80-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #80, 60PCS/BOX",Endodontic
MWGP-AS15-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #15-#40, 120PCS/BOX",Endodontic
MWGP-AS15-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #15-#40, 60PCS/BOX",Endodontic
MWGP-AS15-06,"GUTTA PERCHA POINTS, TAPER .06, SIZE #15-#40, 60PCS/BOX",Endodontic
MWGP-AS45-02,"GUTTA PERCHA POINTS, TAPER .02, SIZE #45-#80, 120PCS/BOX",Endodontic
MWGP-AS45-04,"GUTTA PERCHA POINTS, TAPER .04, SIZE #45-#80, 60PCS/BOX",Endodontic
MWPD-123,"C&B Prompt 10:1, 50 ml (75gm), Shade: A1, 10 mixing tips, Per Kit, 002-0025",Cosmetic&Restoration
MW-PD-123,"C&B PROMPT 10:1, 50 ML (75GM), SHADE: A1, 10 MIXING TIPS, 002-0025",Cosmetic&Restoration
MWPD-124,"C&B Prompt C&B Prompt 10:1, 50 ml (75gm), Shade: A2, 10 mixing tips, Per Kit, 002-0026",Cosmetic&Restoration
MW-PD-124,"C&B PROMPT 10:1, 50 ML (75GM), SHADE: A2, 10 MIXING TIPS, 002-0026",Cosmetic&Restoration
MWPD-125,"C&B Prompt 10:1, 50 ml (75gm), Shade: A3, 10 mixing tips, Per Kit, 002-0027",Cosmetic&Restoration
MW-PD-125,"C&B PROMPT 10:1, 50 ML (75 GM), SHADE: A3, 10 MIXING TIPS, 002-0027",Cosmetic&Restoration
MWPD-135-4,"LIGHT BODY REGUALR SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0253",Impression & Accs
MWPD-135F-4,"LIGHT BODY, FAST SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0254",Impression & Accs
MWPD-139,"1:1 BROWN MIXING TIP, TAPER END, 30/PK (SHORTER THAN PD-131)",Impression & Accs
MWPD-140-4,"MONOPHASE, REGULAR SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0251",Impression & Accs
MWPD-140F-4,"MONOPHASE, FAST SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0252",Impression & Accs
MWPD-150-4,"HEAVY BODY, REGULAR SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0249",Impression & Accs
MWPD-150F-4,"HEAVY BODY, FAST SET, BULK PACK, 4 X 50ML CARTRIDGES, 50 BOXES/CASE, 002-0250",Impression & Accs
MWPD-152,MIDWAY HP MIXING TIPS BROWN 20/BAG,Cosmetic&Restoration
MWPD-184,"SUPER FAST SET, MINT FLAVOR, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0242",Impression & Accs
MWPD-185,"SUPER FAST SET, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0239",Impression & Accs
MWPD-186,"FAST SET, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0240",Impression & Accs
MWPD-187,"FAST SET, MINT FLAVOR, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0243",Impression & Accs
MWPD-188,"SUPER FAST SET, MINT FLAVOR, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0242",Impression & Accs
MWPD-190,"REGULAR SET, 2 X 50ML CARTRIDGES & 6 IMIX MIXING TIPS, 50 BOXES/CASE, 002-0241",Impression & Accs
MWPD-250,"YELLOW 4.2MM, 48 PCS. PER PACKAGE, 002-0340",Impression & Accs
MWPD-255,"TEAL 6.5 MM, 48 PCS. PER PACKAGE, 002-0338",Impression & Accs
MWPD-260,"PURPLE 7.5MM, 48 PCS. PER PACKAGE, 002-0337",Impression & Accs
MWPD-265,"PINK 5.4MM, 48 PCS. PER PACKAGE, 002-0339",Impression & Accs
MWPD-F1111G,"1:1, Compares To Mixpac® Green Mixing Tip, 002-0246",Impression & Accs
MWPD-F1111P,"1:1, COMPARES TO MIXPAC® PURPLE MIXING TIP, 48 PER PACK, 100 PKS/CASE, 002-0245",Impression & Accs
MWPD-F1211PK,"1:1, COMPARES TO MIXPAC® PINK MIXING TIP, 48 PER PACK, 100 PKS/CASE, 002-0247",Impression & Accs
MWPD-F1211Y,"1:1, COMPARES TO MIXPAC® YELLOW MIXING TIP, 48 PER PACK, 100 PKS/CASE, 002-0248",Impression & Accs
MWPE-VI-10,"MIDWAY VITAL-ICE™, 1 BOTTLE, 10 OZ. ,002-0346",Endodontic
MWPP-15-02,"PAPER POINTS, TAPER .02, SIZE #15, 200PCS/BOX",Endodontic
MWPP-15-04,"PAPER POINTS, TAPER .04, SIZE #15, 100PCS/BOX",Endodontic
MWPP-15-06,"PAPER POINTS, TAPER .06, SIZE #15, 100PCS/BOX",Endodontic
MWPP-20-02,"PAPER POINTS, TAPER .02, SIZE #20, 200PCS/BOX",Endodontic
MWPP-20-04,"PAPER POINTS, TAPER .04, SIZE #20, 100PCS/BOX",Endodontic
MWPP-20-06,"PAPER POINTS, TAPER .06, SIZE #20, 100PCS/BOX",Endodontic
MWPP-25-02,"PAPER POINTS, TAPER .02, SIZE #25, 200PCS/BOX",Endodontic
MWPP-25-04,"PAPER POINTS, TAPER .04, SIZE #25, 100PCS/BOX",Endodontic
MWPP-25-06,"PAPER POINTS, TAPER .06, SIZE #25, 100PCS/BOX",Endodontic
MWPP-30-02,"PAPER POINTS, TAPER .02, SIZE #30, 200PCS/BOX",Endodontic
MWPP-30-04,"PAPER POINTS, TAPER .04, SIZE #30, 100PCS/BOX",Endodontic
MWPP-30-06,"PAPER POINTS, TAPER .06, SIZE #30, 100PCS/BOX",Endodontic
MWPP-35-02,"PAPER POINTS, TAPER .02, SIZE #35, 200PCS/BOX",Endodontic
MWPP-35-04,"PAPER POINTS, TAPER .04, SIZE #35, 100PCS/BOX",Endodontic
MWPP-35-06,"PAPER POINTS, TAPER .06, SIZE #35, 100PCS/BOX",Endodontic
MWPP-40-02,"PAPER POINTS, TAPER .02, SIZE #40, 200PCS/BOX",Endodontic
MWPP-40-04,"PAPER POINTS, TAPER .04, SIZE #40, 100PCS/BOX",Endodontic
MWPP-40-06,"PAPER POINTS, TAPER .06, SIZE #40, 100PCS/BOX",Endodontic
MWPP-45-02,"PAPER POINTS, TAPER .02, SIZE #45, 200PCS/BOX",Endodontic
MWPP-45-04,"PAPER POINTS, TAPER .04, SIZE #45, 100PCS/BOX",Endodontic
MWPP-50-02,"PAPER POINTS, TAPER .02, SIZE #50, 200PCS/BOX",Endodontic
MWPP-50-04,"PAPER POINTS, TAPER .04, SIZE #50, 100PCS/BOX",Endodontic
MWPP-55-02,"PAPER POINTS, TAPER .02, SIZE #55, 200PCS/BOX",Endodontic
MWPP-55-04,"PAPER POINTS, TAPER .04, SIZE #55, 100PCS/BOX",Endodontic
MWPP-60-02,"PAPER POINTS, TAPER .02, SIZE #60, 200PCS/BOX",Endodontic
MWPP-60-04,"PAPER POINTS, TAPER .04, SIZE #60, 100PCS/BOX",Endodontic
MWPP-70-02,"PAPER POINTS, TAPER .02, SIZE #70, 200PCS/BOX",Endodontic
MWPP-70-04,"PAPER POINTS, TAPER .04, SIZE #70, 100PCS/BOX",Endodontic
MWPP-80-02,"PAPER POINTS, TAPER .02, SIZE #80, 200PCS/BOX",Endodontic
MWPP-80-04,"PAPER POINTS, TAPER .04, SIZE #80, 100PCS/BOX",Endodontic
MWPP-AS15-02,"PAPER POINTS, TAPER .02, SIZE #15-#40, 200PCS/BOX",Endodontic
MWPP-AS15-04,"PAPER POINTS, TAPER .04, SIZE #15-#40, 100PCS/BOX",Endodontic
MWPP-AS15-06,"PAPER POINTS, TAPER .06 SIZE #15-#40, 100PCS/BOX",Endodontic
MWPP-AS45-02,"PAPER POINTS, TAPER .02, SIZE #45-#80, 200PCS/BOX",Endodontic
MWPP-AS45-04,"PAPER POINTS, TAPER .04, SIZE #45-#80, 100PCS/BOX",Endodontic
MWSHH-15/40-21,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 21 MM",Endodontic
MWSHH-15/40-25,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 25 MM",Endodontic
MWSHH-15/40-31,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 31 MM",Endodontic
MWSHH-15-21,"STAINLESS STEEL H FILES (HAND), SIZE # 15, LENGTH 21 MM",Endodontic
MWSHH-15-25,"STAINLESS STEEL H FILES (HAND), SIZE # 15, LENGTH 25 MM",Endodontic
MWSHH-15-31,"STAINLESS STEEL H FILES (HAND), SIZE # 15, LENGTH 31 MM",Endodontic
MWSHH-20-21,"STAINLESS STEEL H FILES (HAND), SIZE # 20, LENGTH 21 MM",Endodontic
MWSHH-20-25,"STAINLESS STEEL H FILES (HAND), SIZE # 20, LENGTH 25 MM",Endodontic
MWSHH-20-31,"STAINLESS STEEL H FILES (HAND), SIZE # 20, LENGTH 31 MM",Endodontic
MWSHH-25-21,"STAINLESS STEEL H FILES (HAND), SIZE # 25, LENGTH 21 MM",Endodontic
MWSHH-25-25,"STAINLESS STEEL H FILES (HAND), SIZE # 25, LENGTH 25 MM",Endodontic
MWSHH-25-31,"STAINLESS STEEL H FILES (HAND), SIZE # 25, LENGTH 31 MM",Endodontic
MWSHH-30-21,"STAINLESS STEEL H FILES (HAND), SIZE # 30, LENGTH 21 MM",Endodontic
MWSHH-30-25,"STAINLESS STEEL H FILES (HAND), SIZE # 30, LENGTH 25 MM",Endodontic
MWSHH-30-31,"STAINLESS STEEL H FILES (HAND), SIZE # 30, LENGTH 31 MM",Endodontic
MWSHH-35-21,"STAINLESS STEEL H FILES (HAND), SIZE # 35, LENGTH 21 MM",Endodontic
MWSHH-35-25,"STAINLESS STEEL H FILES (HAND), SIZE # 35, LENGTH 25 MM",Endodontic
MWSHH-35-31,"STAINLESS STEEL H FILES (HAND), SIZE # 35, LENGTH 31 MM",Endodontic
MWSHH-40-21,"STAINLESS STEEL H FILES (HAND), SIZE # 40, LENGTH 21 MM",Endodontic
MWSHH-40-25,"STAINLESS STEEL H FILES (HAND), SIZE # 40, LENGTH 25 MM",Endodontic
MWSHH-40-31,"STAINLESS STEEL H FILES (HAND), SIZE # 40, LENGTH 31 MM",Endodontic
MWSHH-45/80-21,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 21 MM",Endodontic
MWSHH-45/80-25,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 25 MM",Endodontic
MWSHH-45/80-31,"STAINLESS STEEL H FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 31 MM",Endodontic
MWSHH-45-21,"STAINLESS STEEL H FILES (HAND), SIZE # 45, LENGTH 21 MM",Endodontic
MWSHH-45-25,"STAINLESS STEEL H FILES (HAND), SIZE # 45, LENGTH 25 MM",Endodontic
MWSHH-45-31,"STAINLESS STEEL H FILES (HAND), SIZE # 45, LENGTH 31 MM",Endodontic
MWSHH-50-21,"STAINLESS STEEL H FILES (HAND), SIZE # 50, LENGTH 21 MM",Endodontic
MWSHH-50-25,"STAINLESS STEEL H FILES (HAND), SIZE # 50, LENGTH 25 MM",Endodontic
MWSHH-50-31,"STAINLESS STEEL H FILES (HAND), SIZE # 50, LENGTH 31 MM",Endodontic
MWSHH-55-21,"STAINLESS STEEL H FILES (HAND), SIZE # 55, LENGTH 21 MM",Endodontic
MWSHH-55-25,"STAINLESS STEEL H FILES (HAND), SIZE # 55, LENGTH 25 MM",Endodontic
MWSHH-55-31,"STAINLESS STEEL H FILES (HAND), SIZE # 55, LENGTH 31 MM",Endodontic
MWSHH-60-21,"STAINLESS STEEL H FILES (HAND), SIZE # 60, LENGTH 21 MM",Endodontic
MWSHH-60-25,"STAINLESS STEEL H FILES (HAND), SIZE # 60, LENGTH 25 MM",Endodontic
MWSHH-60-31,"STAINLESS STEEL H FILES (HAND), SIZE # 60, LENGTH 31 MM",Endodontic
MWSHH-70-21,"STAINLESS STEEL H FILES (HAND), SIZE # 70, LENGTH 21 MM",Endodontic
MWSHH-70-25,"STAINLESS STEEL H FILES (HAND), SIZE # 70, LENGTH 25 MM",Endodontic
MWSHH-70-31,"STAINLESS STEEL H FILES (HAND), SIZE # 70, LENGTH 31 MM",Endodontic
MWSHH-80-21,"STAINLESS STEEL H FILES (HAND), SIZE # 80, LENGTH 21 MM",Endodontic
MWSHH-80-25,"STAINLESS STEEL H FILES (HAND), SIZE # 80, LENGTH 25 MM",Endodontic
MWSHH-80-31,"STAINLESS STEEL H FILES (HAND), SIZE # 80, LENGTH 31 MM",Endodontic
MWSKH-06-21,"STAINLESS STEEL K FILES (HAND), SIZE # 06, LENGTH 21 MM",Endodontic
MWSKH-06-25,"STAINLESS STEEL K FILES (HAND), SIZE # 06, LENGTH 25 MM",Endodontic
MWSKH-06-31,"STAINLESS STEEL K FILES (HAND), SIZE # 06, LENGTH 31 MM",Endodontic
MWSKH-08-21,"STAINLESS STEEL K FILES (HAND), SIZE # 08, LENGTH 21 MM",Endodontic
MWSKH-08-25,"STAINLESS STEEL K FILES (HAND), SIZE # 08, LENGTH 25 MM",Endodontic
MWSKH-08-31,"STAINLESS STEEL K FILES (HAND), SIZE # 08, LENGTH 31 MM",Endodontic
MWSKH-10-21,"STAINLESS STEEL K FILES (HAND), SIZE # 10, LENGTH 21 MM",Endodontic
MWSKH-10-25,"STAINLESS STEEL K FILES (HAND), SIZE # 10, LENGTH 25 MM",Endodontic
MWSKH-10-31,"STAINLESS STEEL K FILES (HAND), SIZE # 10, LENGTH 31 MM",Endodontic
MWSKH-15/40-21,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 21 MM, 002-0441",Endodontic
MWSKH-15/40-25,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 25 MM",Endodontic
MWSKH-15/40-31,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 31 MM",Endodontic
MWSKH-15-21,"STAINLESS STEEL K FILES (HAND), SIZE # 15, LENGTH 21 MM",Endodontic
MWSKH-15-25,"STAINLESS STEEL K FILES (HAND), SIZE # 15, LENGTH 25 MM",Endodontic
MWSKH-15-31,"STAINLESS STEEL K FILES (HAND), SIZE # 15, LENGTH 31 MM",Endodontic
MWSKH-20-21,"STAINLESS STEEL K FILES (HAND), SIZE # 20, LENGTH 21 MM",Endodontic
MWSKH-20-25,"STAINLESS STEEL K FILES (HAND), SIZE # 20, LENGTH 25 MM",Endodontic
MWSKH-20-31,"STAINLESS STEEL K FILES (HAND), SIZE # 20, LENGTH 31 MM",Endodontic
MWSKH-25-21,"STAINLESS STEEL K FILES (HAND), SIZE # 25, LENGTH 21 MM",Endodontic
MWSKH-25-25,"STAINLESS STEEL K FILES (HAND), SIZE # 25, LENGTH 25 MM",Endodontic
MWSKH-25-31,"STAINLESS STEEL K FILES (HAND), SIZE # 25, LENGTH 31 MM",Endodontic
MWSKH-30-21,"STAINLESS STEEL K FILES (HAND), SIZE # 30, LENGTH 21 MM",Endodontic
MWSKH-30-25,"STAINLESS STEEL K FILES (HAND), SIZE # 30, LENGTH 25 MM",Endodontic
MWSKH-30-31,"STAINLESS STEEL K FILES (HAND), SIZE # 30, LENGTH 31 MM",Endodontic
MWSKH-35-21,"STAINLESS STEEL K FILES (HAND), SIZE # 35, LENGTH 21 MM",Endodontic
MWSKH-35-25,"STAINLESS STEEL K FILES (HAND), SIZE # 35, LENGTH 25 MM",Endodontic
MWSKH-35-31,"STAINLESS STEEL K FILES (HAND), SIZE # 35, LENGTH 31 MM",Endodontic
MWSKH-40-21,"STAINLESS STEEL K FILES (HAND), SIZE # 40, LENGTH 21 MM",Endodontic
MWSKH-40-25,"STAINLESS STEEL K FILES (HAND), SIZE # 40, LENGTH 25 MM",Endodontic
MWSKH-40-31,"STAINLESS STEEL K FILES (HAND), SIZE # 40, LENGTH 31 MM",Endodontic
MWSKH-45/80-21,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 21 MM",Endodontic
MWSKH-45/80-25,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 25 MM",Endodontic
MWSKH-45/80-31,"STAINLESS STEEL K FILES (HAND), ASSORTED SIZE # 45-80, LENGTH 31 MM",Endodontic
MWSKH-45-21,"STAINLESS STEEL K FILES (HAND), SIZE # 45, LENGTH 21 MM",Endodontic
MWSKH-45-25,"STAINLESS STEEL K FILES (HAND), SIZE # 45, LENGTH 25 MM",Endodontic
MWSKH-45-31,"STAINLESS STEEL K FILES (HAND), SIZE # 45, LENGTH 31 MM",Endodontic
MWSKH-50-21,"STAINLESS STEEL K FILES (HAND), SIZE # 50, LENGTH 21 MM",Endodontic
MWSKH-50-25,"STAINLESS STEEL K FILES (HAND), SIZE # 50, LENGTH 25 MM",Endodontic
MWSKH-50-31,"STAINLESS STEEL K FILES (HAND), SIZE # 50, LENGTH 31 MM",Endodontic
MWSKH-55-21,"STAINLESS STEEL K FILES (HAND), SIZE # 55, LENGTH 21 MM",Endodontic
MWSKH-55-25,"STAINLESS STEEL K FILES (HAND), SIZE # 55, LENGTH 25 MM",Endodontic
MWSKH-55-31,"STAINLESS STEEL K FILES (HAND), SIZE # 55, LENGTH 31 MM",Endodontic
MWSKH-60-21,"STAINLESS STEEL K FILES (HAND), SIZE # 60, LENGTH 21 MM",Endodontic
MWSKH-60-25,"STAINLESS STEEL K FILES (HAND), SIZE # 60, LENGTH 25 MM",Endodontic
MWSKH-60-31,"STAINLESS STEEL K FILES (HAND), SIZE # 60, LENGTH 31 MM",Endodontic
MWSKH-65-21,"STAINLESS STEEL K FILES (HAND), SIZE # 65, LENGTH 21 MM",Endodontic
MWSKH-65-25,"STAINLESS STEEL K FILES (HAND), SIZE # 65, LENGTH 25MM",Endodontic
MWSKH-65-31,"STAINLESS STEEL K FILES (HAND), SIZE # 65, LENGTH 31 MM",Endodontic
MWSKH-70-21,"STAINLESS STEEL K FILES (HAND), SIZE # 70, LENGTH 21 MM",Endodontic
MWSKH-70-25,"STAINLESS STEEL K FILES (HAND), SIZE # 70, LENGTH 25 MM",Endodontic
MWSKH-70-31,"STAINLESS STEEL K FILES (HAND), SIZE # 70, LENGTH 31 MM",Endodontic
MWSKH-80-21,"STAINLESS STEEL K FILES (HAND), SIZE # 80, LENGTH 21 MM",Endodontic
MWSKH-80-25,"STAINLESS STEEL K FILES (HAND), SIZE # 80, LENGTH 25 MM",Endodontic
MWSKH-80-31,"STAINLESS STEEL K FILES (HAND), SIZE # 80, LENGTH 31 MM",Endodontic
MWSRH-08-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 08, LENGTH 21 MM",Endodontic
MWSRH-08-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 08, LENGTH 25 MM",Endodontic
MWSRH-08-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 08, LENGTH 31 MM",Endodontic
MWSRH-10-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 10, LENGTH 21 MM",Endodontic
MWSRH-10-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 10, LENGTH 25 MM",Endodontic
MWSRH-10-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 10, LENGTH 31 MM",Endodontic
MWSRH-15-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 15, LENGTH 21 MM",Endodontic
MWSRH-15-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 15, LENGTH 25 MM",Endodontic
MWSRH-15-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 15, LENGTH 31 MM",Endodontic
MWSRH-20-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 20, LENGTH 21 MM",Endodontic
MWSRH-20-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 20, LENGTH 25 MM",Endodontic
MWSRH-20-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 20, LENGTH 31 MM",Endodontic
MWSRH-25-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 25, LENGTH 21 MM",Endodontic
MWSRH-25-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 25, LENGTH 25 MM",Endodontic
MWSRH-25-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 25, LENGTH 31 MM",Endodontic
MWSRH-30-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 30, LENGTH 21 MM",Endodontic
MWSRH-30-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 30, LENGTH 25 MM",Endodontic
MWSRH-30-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 30, LENGTH 31 MM",Endodontic
MWSRH-35-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 35, LENGTH 21 MM",Endodontic
MWSRH-35-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 35, LENGTH 25 MM",Endodontic
MWSRH-35-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 35, LENGTH 31 MM",Endodontic
MWSRH-40-21,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 40, LENGTH 21 MM",Endodontic
MWSRH-40-25,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 40, LENGTH 25 MM",Endodontic
MWSRH-40-31,"STAINLESS STEEL REAMERS FILES (HAND), SIZE # 40, LENGTH 31 MM",Endodontic
MWTM-250/48,YELLOW T-MIXING TIPS 4.2MM X 48 PCS,Impression & Accs
MW-TM-250-48,YELLOW T-MIXING TIPS 4.2MM X 48 PCS,Impression & Accs
MWTM-255/48,"TEAL, T-MIXING TIPS 6.5 MM X 48 PCS",Impression & Accs
MW-TM-255-48,"TEAL, T-MIXING TIPS 6.5 MM X 48 PCS",Impression & Accs
MWTM-265/48,"PINK, T-MIXING TIPS 5.4 MM X 48 PCS",Impression & Accs
MW-TM-265-48,"PINK, T-MIXING TIPS 5.4 MM X 48 PCS",Impression & Accs
MW-TM-267-48,"BROW, T-MIXING TIPS, 1:1 RATIO, 48 PCS",Impression & Accs
MW-TM-268-48,"BLUE(ORANGE INSIDE) T-MIXING TIPS, 10:1/4:1 RATIO, 48 PCS",Impression & Accs
